0 00
0.02 00
0.04 00
0.06 00
0.08 00
0.1 00
0.12 00
0.14 00
0.16 00
0.18 00
0.2 00
0.22 00
0.24 00
0.26 00
0.28 00
0.3 00
0.32 00
0.34 00
0.36 00
0.38 00
0.4 00
0.42 00
0.44 00
0.46 00
0.48 00
0.5 00
0.52 00
0.54 00
0.56 00
0.58 00
0.6 00
0.62 00
0.64 00
0.66 00
0.68 00
0.7 00
0.72 00
0.74 00
0.76 00
0.78 00
0.8 00
0.82 00
0.84 00
0.86 00
0.88 00
0.9 00
0.92 00
0.94 00
0.96 00
0.98 00
1 00
1.02 00
1.04 00
1.06 00
1.08 00
1.1 00
1.12 00
1.14 00
1.16 00
1.18 00
1.2 00
1.22 00
1.24 00
1.26 00
1.28 00
1.3 00
1.32 00
1.34 00
1.36 00
1.38 00
1.4 00
1.42 00
1.44 00
1.46 00
1.48 00
1.5 00
1.52 00
1.54 00
1.56 00
1.58 00
1.6 00
1.62 00
1.64 00
1.66 00
1.68 00
1.7 00
1.72 00
1.74 00
1.76 00
1.78 00
1.8 00
1.82 00
1.84 00
1.86 00
1.88 00
1.9 00
1.92 00
1.94 00
1.96 00
1.98 00
0 0.010
0.02 0.013.1385e-05
0.04 0.016.2739e-05
0.06 0.019.40311e-05
0.08 0.010.00012523
0.1 0.010.000156306
0.12 0.010.000187227
0.14 0.010.000217964
0.16 0.010.000248485
0.18 0.010.000278762
0.2 0.010.000308763
0.22 0.010.000338459
0.24 0.010.000367821
0.26 0.010.00039682
0.28 0.010.000425428
0.3 0.010.000453615
0.32 0.010.000481355
0.34 0.010.00050862
0.36 0.010.000535382
0.38 0.010.000561616
0.4 0.010.000587296
0.42 0.010.000612396
0.44 0.010.000636892
0.46 0.010.000660759
0.48 0.010.000683973
0.5 0.010.000706513
0.52 0.010.000728355
0.54 0.010.000749478
0.56 0.010.000769861
0.58 0.010.000789485
0.6 0.010.000808328
0.62 0.010.000826374
0.64 0.010.000843605
